Applicant.ID,Position.Name,Employer.Name,City,State.Name,State.Code,Start.Date,End.Date,Job.Description,Salary,Can.Contact.Employer,Created.At,Updated.At
11874,NA,Retired,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-10 17:20:11 UTC,2015-01-10 17:20:11 UTC
11879,,Hollister Co.,NA,NA,NA,,NA,NA,NA,NA,2015-01-10 18:07:55 UTC,2015-01-10 18:07:55 UTC
11879,Cashier,Forever 21,NA,NA,NA,40179,NA,NA,NA,NA,2015-01-10 18:07:55 UTC,2015-01-10 18:07:55 UTC
11883,Ride Operator,Six Flags Magic Mountain,Santa Clarita,California,CA,41745,NA,"Operating rides, being friendly to guest, being a team player.",NA,TRUE,2015-01-10 18:31:28 UTC,2015-01-10 18:31:28 UTC
11891,Lead Biller Specialist,Family Home Health and Family Centered Hospice,,,,41579,,"November 2013-Present Family Home Health & Family Centered Hospice, Addison, IL
Provide home care, hospice and private duty services to the community.
Lead Biller
•	Train and instruct new staff.
•	Maintain monthly spreadsheet for hospice level of care.
•	Process monthly room and board invoices for long term care facilities
•	Assist patients with any billing questions and resolve to successful conclusions.
•	Assist intake when needed on verification of  benefits and patient eligibility of services to be render.
•	Assist quality coordinator and other staff on troubleshooting billing issues.
•	Other duties as assigned.",NA,NA,2015-01-11 23:59:38 UTC,2015-01-11 23:59:38 UTC
11891,Lead Biller/Reimbursement specialist,Delnor/Community Nursing Services,,,,38504,41608,"Provide home health, private duty and hospice services.; Generated and collected over $800,000 of outstanding revenue.
Coordinate daily admit logs and act as liaison to ensure data was correct.
Educate clinical staff and other department on federal and state billing regulatory guidelines.
Maintain and process hospice and home health billing for all payers.
Work with other departments to ensure that they are in compliance with Medicare and Medicaid Condition of Participation and Condition of Coverage guidelines.
Respond to patient inquires, questions and concerns about their accounts and resolve with successful conclusions.
Reconcile delinquent accounts and set up payment arrangement or forward account to outside collection agency.
Perform other duties as assigned.",NA,NA,2015-01-11 23:59:38 UTC,2015-01-11 23:59:38 UTC
11891,Patient Account Representative,Marianjoy Rehabilitation Hospital,Wheaton,Illinois,IL,36404,38533,"Marianjoy Rehabilitation Hospital is a nonprofit teaching hospital in Wheaton, Illinois, dedicated to the delivery of physical medicine and rehabilitation programs.; Assisted in training staff.
Worked with insurance providers liaisons to resolve any incorrect payments or denials of claims.
Verified insurance benefits and review admission for completion and accuracy of information that was needed for billing.
Maintained and processed billing for all payers of assigned programs and self pay accounts.
Reconciled delinquent accounts through our legal department and outside collections.
Responded to patient inquires, questions and concerns about there account and resolve with successful conclusion.
Performed other duties as assigned.",NA,NA,2015-01-11 23:59:38 UTC,2015-01-11 23:59:38 UTC
11891,Office coordinator,Patrick Healthcare,,,,35765,36433,"Provider durable medical equipment; Created schedules for delivery technicians and part-time office staff. 
Processed  weekly billing to Medicare, Medicaid, and third party payers.
Established an education process for Home Health Care nurses to follow Medicare criteria for our full range of Durable Medical Equipment (DME).
Managed all accounts payable and receivables, maintained account trail balance and performed month end close.
Negotiated DME prices with insurance industry case managers
Processed  bi-weekly payroll through ADP.",NA,NA,2015-01-11 23:59:38 UTC,2015-01-11 23:59:38 UTC
11891,Billing coordinator,Darien Home Health Care,,,,35400,35520,"Responsible for processing the bi-monthly billing for Medicare Part A and self pay accounts.
Managed all accounts payables and receivables.
Scheduled interviews and assisted in recruiting new staff.
Verified insurance benefits of customers with multiple payer sources.

Liaison for durable medical equipment vendors, regarding billing, delivery and quality issues.
Educated and trained staff.
Negotiated DME prices with insurance industry case managers.
Coordinated pick-up and delivery of DME equipment.
Managed all customer service responsibilities, including assistance with faulty equipment, customer usage issues and complaints.
Sold and processed invoices for self-pay patients",NA,NA,2015-01-11 23:59:38 UTC,2015-01-11 23:59:38 UTC
11895,Beating Her Cheecks,in ya girlfriendz bed :L,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-10 20:18:41 UTC,2015-01-10 20:18:41 UTC
1190,None,None,None,NA,NA,NA,NA,None,NA,FALSE,2014-08-15 22:06:00 UTC,2014-08-15 22:06:00 UTC
11903,cashier,Astro burger,LA,California,CA,NA,NA,"I would be in cashier, give the customers their food. After my shifts I would count my cashier money since id work nighttime.",NA,FALSE,2015-01-13 02:38:20 UTC,2015-01-13 02:38:20 UTC
11906,Senior Attendance Technician,Burbank Unified School District,Burbank,California,CA,NA,NA,Process Attendance and Registration school in addition to other tasks.,NA,FALSE,2015-01-12 00:03:29 UTC,2015-01-12 00:03:29 UTC
11913,Mc Donalds services crew LSM,McDonald's,Milton,Florida,FL,,,NA,NA,NA,2015-01-10 23:14:37 UTC,2015-01-10 23:14:37 UTC
11913,,Milton High School Colorguard,,,,,,NA,NA,NA,2015-01-10 23:14:37 UTC,2015-01-10 23:14:37 UTC
11913,CSR/Server,Pizza Hut,Milton,Florida,FL,41485,41737,NA,NA,NA,2015-01-10 23:14:37 UTC,2015-01-10 23:14:37 UTC
11936,Secretary,National Cancer Institute,Bethesda,Maryland,MD,27576,34699,"Retired
",NA,NA,2015-01-11 11:27:25 UTC,2015-01-11 11:27:25 UTC
11958,Everything,The Center,Cleveland,Ohio,OH,NA,NA,Skills and trade ,NA,NA,2015-01-11 18:44:44 UTC,2015-01-11 18:44:44 UTC
1196,Server,Sun Hong Kong,Oakland,California,CA,40695,41487,"I'd helped Sun Hong Kong as a server,waiter, and a busboy. ",8.25,TRUE,2014-08-15 22:06:01 UTC,2014-08-15 22:06:01 UTC
11960,HIPHOP,International Global Networkers,,NA,NA,40179,,My company was built from an idea that came to me while networking locally with music in Los Angeles to on the way to becoming the biggest Networking platform of all time!,NA,NA,2015-01-11 18:49:04 UTC,2015-01-11 18:49:04 UTC
11960,Warehousing,Japan Airlines,Shinagawa-ku,NA,NA,,40329,,NA,NA,2015-01-11 18:49:04 UTC,2015-01-11 18:49:04 UTC
11972,Janitor,Premier janitorial services ,Burlington,North Carolina,NC,41466,41963,Clean school,7.24,FALSE,2015-01-11 20:58:56 UTC,2015-01-11 20:58:56 UTC
11973,NA,U.S. Navy,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-11 20:51:31 UTC,2015-01-11 20:51:31 UTC
11975,NA,The Passmore Family,,,,,,NA,NA,NA,2015-01-11 20:53:31 UTC,2015-01-11 20:53:31 UTC
11975,NA,Babysitter (:,Burke,Virginia,VA,40909,,NA,NA,NA,2015-01-11 20:53:31 UTC,2015-01-11 20:53:31 UTC
11975,NA,Babysitter (:,Rome,,,40756,40909,NA,NA,NA,2015-01-11 20:53:31 UTC,2015-01-11 20:53:31 UTC
11987,Student,Ivy Tech Community College,Indianapolis,Indiana,IN,41518,,I am a full time student at Ivy Tech Community College. I am doing my pr erects currently then I will transfer to Anderson University in the fall of 2015. My Goal is to be a mid-wife and do missions around the world. I want to work as mid-wife in a village or small community. I am excited about the new field I am entering. I was a Certified Nurse Aid for 7 yrs. I also did hospice and companion care. I enjoy working in the medical field and I love serving God children. God allows me to make a different in their lives as well as changing my own life.,NA,NA,2015-01-11 22:49:52 UTC,2015-01-11 22:49:52 UTC
11987,CNA,Take Care Private Duty Home Health Care,Sarasota,Florida,FL,,41364,,NA,NA,2015-01-11 22:49:52 UTC,2015-01-11 22:49:52 UTC
11993,Cleaner,Maid to Smile,Lawton,Oklahoma,OK,41049,42015,"Cleaned houses, units, and offices from top to bottom.",7.25,TRUE,2015-01-11 23:41:52 UTC,2015-01-11 23:41:52 UTC
11994,Property Manager,Pinnacle Property Management Services,Addison,Texas,TX,40057,NA,"I was a full time Property Manager for Pinnacle and now I take temporary assignments for them as needed.  I am able to fill in for managers, assistant managers and other office positions at all types of residential properties including market rate, Section 42 and senior housing.",NA,NA,2015-01-11 23:54:57 UTC,2015-01-11 23:54:57 UTC
12,Server,Buffalo Wild Wings,Daly City,California,CA,41244,,NA,8,FALSE,2014-08-15 22:03:44 UTC,2014-08-15 22:03:44 UTC
12,Rec Leader 1,SF Park & Rec,San Francisco,California,CA,40878,41244,NA,NA,FALSE,2014-08-15 22:03:44 UTC,2014-08-15 22:03:44 UTC
12,IT Program Management Intern,Salesforce.com,San Francisco,California,CA,40909,41091,NA,10,FALSE,2014-08-15 22:03:44 UTC,2014-08-15 22:03:44 UTC
120,Intern,"CBS Radio, Uzette Salazar",San Francisco,California,CA,41030,41183,NA,NA,TRUE,2014-08-15 22:04:02 UTC,2014-08-15 22:04:02 UTC
1200,None,None,None,NA,NA,NA,NA,None,NA,TRUE,2014-08-15 22:06:01 UTC,2014-08-15 22:06:01 UTC
12007,,Summerfest,,,,NA,NA,NA,NA,NA,2015-01-12 04:40:21 UTC,2015-01-12 04:40:21 UTC
12007,,McDonald's,,,,NA,NA,NA,NA,NA,2015-01-12 04:40:21 UTC,2015-01-12 04:40:21 UTC
12007,Meat/Seafood,Kroger,Rochester,Michigan,MI,NA,NA,NA,NA,NA,2015-01-12 04:40:21 UTC,2015-01-12 04:40:21 UTC
12007,,Mcdonals,Menomonee Falls,Wisconsin,WI,NA,NA,NA,NA,NA,2015-01-12 04:40:21 UTC,2015-01-12 04:40:21 UTC
1201,none,none,none,NA,NA,NA,NA,none,NA,FALSE,2014-08-15 22:06:02 UTC,2014-08-15 22:06:02 UTC
12014,Chinese/English Interpreter,AAPEX / Consumer Electronics Show /Fashion Magic Show,NA,NA,NA,41183,,"• Registered attendees from different countries
• Served as an interpreter for Chinese/American Company",NA,NA,2015-01-12 07:29:27 UTC,2015-01-12 07:29:27 UTC
12014,Banquet Assiatant,Kunlun Hotel,NA,NA,NA,41791,41882,"• Timely set up and break down of events held at Banquet Hall
• Maintain cleanliness of Hall, Bathrooms, Kitchen and Storage
• Provide customer services during events",NA,NA,2015-01-12 07:29:27 UTC,2015-01-12 07:29:27 UTC
12014,Luxury VIP Operations--- Baccarat Model Hostess,Caesars Palace,NA,NA,NA,41395,41790,"• Checked VIP baccarat guests in/out​
• Provided fast and friendly service to all guests, in person",NA,NA,2015-01-12 07:29:27 UTC,2015-01-12 07:29:27 UTC
12014,Exhibit Staff and Miss Etiquette,Conexpo-con/agg of XCMG,NA,NA,NA,41699,41729,"• Arrange exhibitions and served as a model hostess translator                                                            
• Acted as Miss Etiquette in formal dining, at Wynn Banquet Hall",NA,NA,2015-01-12 07:29:27 UTC,2015-01-12 07:29:27 UTC
12014,Sales and Marketing Assistant,Holiday Inn- Beijing Temple of Heaven,NA,NA,NA,41609,41670,"• Research new markets and Create SWOTS
• Coordinate with marketing groups to facilitate functions
• Setup and coordinate meetings",NA,NA,2015-01-12 07:29:27 UTC,2015-01-12 07:29:27 UTC
12016,Assistant Manager - HR,NPCL,,NA,NA,40238,,"	SAP Core Team Member & End User – Organisation Management (OM), Personnel Administration (PA) & Performance Management System (PMS)

	Formulation and Implementation of policies for HR, welfare, strategies aiming towards the development of human capital across the organisation. 

	Conducting employee engagement surveys, designing & running engagement activities.


	Arranging trainings for existing / new recruits for improving their performance levels; updating them latest developments & modifications and inspire individuals to strive for excellence.

	Evaluating effectiveness of training programs by constantly developing & implementing pre and post assessment tools. Determining training needs & conducting programmes to enhance efficiency in operations.


	Developing and delivering coaching / group training and instructional programs related to technical, operational, management skills and attitude.

	Managing the development of training curriculum; formulating and reviewing training outlines as per appropriate instructional methodologies and formats determined in analysis phase.


	Talent Acquisition",NA,NA,2015-01-12 10:12:37 UTC,2015-01-12 10:12:37 UTC
12016,Sr. Executive,DCM Shriram Consolidated Ltd.,,NA,NA,39234,40237,"Activities coverered in my profile is as under:
Talent Acquisition:
•Human Resources Planning in coordination with the Functional heads,unit HR and converting the same into the Recruitment Plan 
•Developing the job and manpower description 
•Sourcing the potential from various channels 
•Creating and maintaining the database 
•Initial HR Round of Interviews 
•Facilitation in the Selection Process
•Devising compensation structure for selected candidates
•Completing all hiring and joining formalities viz., issuing letters, medical tests, Document verification etc.
Campus Hiring
•Planning for the Campus recruitment 
•Branding the organisation in the campus
•Executing the campus recruitment Process
On Boarding
●Making detailed plan for hiring and inducting fresh talents
●Planning & Organising the induction of the New employees 
●Planning & Tracking the Training of Trainees across the units
Performance Appraisals  
•Coordinating & Maintaining annual appraisal system in the units 
•Managing the administration of performance management program, including periodic performance reviews and appraisals for all employees.
Employee Relations:
●Keeping a pulse of the organisation
●Keeping constant network with the employees across the units 
•Addressing employee queries, issues and concerns proactively.
Training:
•Facilitating the unit HR in identifying  the training needs 
•Facilitation in Planning the  Training Calendar of the units
•Collating the group level training needs
•Making a corporate Training Calendar
•Organising Training
•Collecting the feedback &  suggesting action
HR Orientation:
•Keeping in touch with industry norms and highlighting the areas of improvement.
•Contribute to the development and continuous improvement of HR processes, systems and procedures.
Special Assignments:
•Preparing and rolling out of HR Manual 
•Active participation in the implementation of SAP Organisational Module",NA,NA,2015-01-12 10:12:37 UTC,2015-01-12 10:12:37 UTC
12016,Commercial Executive Trainee - HR,Shriram Pistons & Rings Ltd.,,NA,NA,38869,39263,"Here I learned the basic insights of HR in various functions namely recruitment, training, people interactions etc.

It is a company that has a strong belief in systems & procedures which was again a part of my learning here as they help a person  ( in the beginner level) to become disciplined and composed 

A brief glimpse of my job profile with SPRL is as under:

Recruitment
●	Preparation of JD for the vacant position
●	Sourcing of candidate Profiles from different channels like Referrals,Portals etc.
●	Initial Shortlisting of the profiles against the JD
●	Organising the Selection process

Training & Development
●	Identification of the training need of the technical & non technical staff in coordination with the departmental heads
●	Preparation of Training Calendar
●	Identification of Pool of Internal Trainers
●	Developing the Training Modules
●	Planning & Organising the Training .
●	Identification of external training bodies & training programs
●	Post Training effectiveness evaluation.

ISO /TS compliances

●	Maintaining the Standards of TS in the departmental procedures 
●	Documentation for the ISO/TS compilances
●	Facing all internal audits

Trainee’s career tracking
●	Developed Knowledge matrix for the Trainees
●	Periodic project tracking of the Trainees (DET/ET) as a HR Representative.
●	Recommendation to the HR Head/Functional Head for putting the Trainee on the next level of Training

Special Assignments (PMS etc.)
Developed the Computerized Personnel Information System.
Developed Knowledge matrix for the Trainees,Career Mapping of GET and monitoring their carrer path viz a viz their Projects.",NA,NA,2015-01-12 10:12:37 UTC,2015-01-12 10:12:37 UTC
12016,Trainee - HR,Shriram Pistons & Rings Ltd.,,NA,NA,38657,38898,"Organisation Profile: Company with a turnover of 500 Crores , The company is a manufacturer of critical engine components. Having collabration with major Automobile giants like HONDA,RIKEN,FUJI.

Designation: Commercial Executive Trainee HR

Job Profile: As a trainee in HR function, underwent a training of all subsystems of HR

Recruitment
Preparation of JD for the vacant position
Sourcing of candidate Profiles from different channels like Referrals,Portals etc.
Initial Shortlisting of the profiles against the JD
Organising the Selection process

Training & Development
Identification of the training need of the technical & non technical staff in coordination with the departmental heads
Preparation of Training Calendar
Identification of Pool of Internal Trainers
Developing the Training Modules
Planning & Organising the Training .
Identification of external training bodies & training programs
Post Training effectiveness evaluation.

ISO /TS compliances

Maintaining the Standards of TS in the departmental procedures 
Documentation for the ISO/TS compilances
Facing all internal audits

Trainee's career tracking
Developed Knowledge matrix for the Trainees
Periodic project tracking of the Trainees (DET/ET) as a HR Representative.
Recommendation to the HR Head/Functional Head for putting the Trainee on the next level of Training

Special Assignments (PMS etc.)
Developed the Computerized Personnel Information System.
Developed Knowledge matrix for the Trainees,Career Mapping of GET and monitoring their carrer path viz a viz their Projects.",NA,NA,2015-01-12 10:12:37 UTC,2015-01-12 10:12:37 UTC
12016,Project Title,Bajaj Electricals Ltd,Mumbai,NA,NA,38139,38199,"To know the market potential of Bajaj home appliances in Noida and      Ghaziabad.

Project Details:
Find out the current market potential of Bajaj Home Appliances.
In-depth analysis of tastes & preferences of customers and what factors are responsible for the same. 
Finding out the role of sales promotion and after sales services particularly in Home appliances.",NA,NA,2015-01-12 10:12:37 UTC,2015-01-12 10:12:37 UTC
12016,HR Projects,Camphor Industry,,NA,NA,37987,38017,"Study of Recruitment & Training Process at CAMPHOR INDUSTRY.
Project Details:
 The study involved the Learning of prevailing practices regarding Recruitment & Training  in the Organisation

Project Title: Lending Policies of SBI Vs ICICI
Project Details: 
Conducted a comparative study of different policies and interest rates of both the banks.
To know about the general responses of people who are availing the services of Bank loans.
Found out the reasons for taking loans and what factors affect their choice.

Term Papers Written:
Changing Role of HR Professionals
Induction Process of New Recruits -Industry Practices
Corporate Social Responsibility",NA,NA,2015-01-12 10:12:37 UTC,2015-01-12 10:12:37 UTC
12018,Document Scanner,WR Systems,Norfolk,Virginia,VA,41518,,"Document Preparer/Scanner Onsite at Norfolk Circuit Court Clerk’s Office; Scan documents and records using proper settings to maintain or enhance quality for accurate preservation
Oversee quality of scanned images as produced, as well as providing training of scanning practices for Document Scanners 
Provide immediate and On-Site assistance to all Document Scanners on behalf of Management and Client
Monitor daily, weekly, and monthly progress of each phase of scanning for production and quality trends 
Collect and maintain  inventory of Record Books and Documents to maintain flow of progress for the overall contract 
Answer any technical questions (i.e. proper scanning settings, production goals, maintenance of scanners, etc.)
Assist when needed in decision making for various phases of scanning and production direction
Monitor the performance of current Document Scanner staff
All other duties as assigned",NA,TRUE,2015-01-12 13:37:54 UTC,2015-01-12 13:38:31 UTC
12018,Document Control Clerk /Ginnie Mae (GNMA) Representative,"LoanCare, A ServiceLink Company",Virginia Beach,Virginia,VA,40940,41547,"Document Control which included final certification and recertification of GNMA Pools 
Processed requests, orders, and coordinated shipment of files to and from storage facility
Prepared and scanned custodial documents as required; Processed daily file requests for serviced of loans as needed
Uploaded scanned images to FileOnQ as required
Prepared and scanned any and all files or miscellaneous documents related to the serviced of loans; 
Retrieved archived data cd’s upon request 
Prepared modification documents as requested
All other duties as assigned",NA,TRUE,2015-01-12 13:37:54 UTC,2015-01-12 13:38:31 UTC
12018,Document Control Clerk,Priority Staffing,Chesapeake,Virginia,VA,40756,40968,"Processed requests, orders, and coordinated shipment of files to and from storage facility 
Prepared and scanned custodial documents as required 
Processed daily file requests for serviced of loans as needed
Prepared and scanned any and all files or miscellaneous documents related to the serviced of loans",NA,TRUE,2015-01-12 13:37:54 UTC,2015-01-12 13:38:31 UTC
12021,Administrative Assistant,Portland Board of Education,NA,NA,NA,31321,NA,NA,NA,NA,2015-01-12 14:51:17 UTC,2015-01-12 14:51:17 UTC
12033,Jornalista,Jornalista Freelancer,NA,NA,NA,39234,,"Trabalhos principais:

GaG website - 12/2014
Tradução de conteúdo inglês - português. Criação de conteúdo. 

Medico.com – (02/2012 – 02/2013)
Produtora de conteúdo e Coordenadora de equipe freelancer
Responsável pela produção de conteúdo para o site e redes sociais; e pela criação de newsletter. Moderadora do site brasileiro e suporte. Coordenação das tarefas e organização da agenda. 

Folha Obara (Campinas-SP, 2007/2008) 
Repórter para editoria de Cultura e Perfil- literário. 
Desenvolvimento de releases, decupagem de vídeos, revisão de textos e tradução inglês/português e fotos jornalísticas. Exemplos de trabalhos para revistas: Zun Zun Zun FIESP/CIESP (Salto).",NA,NA,2015-01-12 16:30:43 UTC,2015-01-12 16:30:43 UTC
12033,Assessora de Comunicação e Marketing,Instituto Educacional Imaculada,NA,NA,NA,41487,41973,"Produção de conteúdo para o site da Instituição e atualização do mesmo. Desenvolvimento do House Organ. Assessoria de Imprensa. Endomarketing, estratégias e marketing digital.",NA,NA,2015-01-12 16:30:43 UTC,2015-01-12 16:30:43 UTC
12033,Subeditora e repórter/fotógrafa,Editora AWR,NA,NA,NA,41244,41517,"Jornal Exemplo: Subeditora e repórter/fotógrafa 
Produção de notícias de polícia na função de repórter, fotógrafa e subeditora. 
Revista Variedades e Revista Imóveis: Repórter
Produção de matérias de saúde, comportamento, esportes e negócios. Criação de textos publicitários.",NA,NA,2015-01-12 16:30:43 UTC,2015-01-12 16:30:43 UTC
12033,Assistente de Comunicação Júnior,SAAE Indaiatuba,NA,NA,NA,40238,40390,Responsável pela criação e produção do House Organ. Atendimento à imprensa e na organização de eventos internos.,NA,NA,2015-01-12 16:30:43 UTC,2015-01-12 16:30:43 UTC
12033,Repórter,Jornal Votura,NA,NA,NA,39508,39964,"Produção de matérias para as editorias de Cidade, Cultura e Esportes.",NA,NA,2015-01-12 16:30:43 UTC,2015-01-12 16:30:43 UTC
12042,President,"Integrity Sales, Inc.",NA,NA,NA,,,Founder and Sales Manager of Value Added IT Reseller in Northern California with National Account coverage.,NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,Member,EO (Entrepreneurs' Organization),NA,NA,NA,,,"Collaborated with other Entrepreneurs in Northern California as well as Internationally on how to make our businesses sustainable, add value to our industry and community and assist future entrepreneurs.",NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,Principal,Integrity Technology,NA,NA,NA,40756,,"Re-emerge as an IT value added reseller that is a certified California small business and CPUC woman-owned certified company.; Start up and operate value added reseller business specializing in IT products and services.

November 2012 offering One-On-One Hourly Business Consulting to assist start up businesses and help existing small businesses get certified as small, minority or woman-owned.",NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,Account Executive,Staples Technology Solutions,NA,NA,NA,40087,40786,Developed a new sales territory in the Northern California/San Francisco Bay Area.  Collaborated with other LOBs within Staples to increase revenue and improve customer relations.,NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,Director of Sales,Vision Business Products,NA,NA,NA,39600,39903,"Family owned, privately held business headquartered in Orlando, Florida.  Value added reseller of Information Technology (IT) products, services, and supplies.; Started up and operated Northern California Branch Office.  Initiated and built $500,000 sales territory in the San Francisco Bay Area.  Achieved Small Local Emerging Business status with Alameda County.",NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,President/CEO,"Integrity Sales, Inc",NA,NA,NA,35490,39599,"Founded and operated small, privately held business in Castro Valley, California (San Francisco Bay Area).; Developed Value Added Reseller business that specialized in IT products, services, and supplies.  Built 200 customer base ranging from national Fortune 100 to local, state, and federal government.  Grew business to $10 million in sales revenue by 2002 with a staff of five.  Closed multi-million dollar contracts with major public utility companies.  Successfully collaborated and partnered with other small, medium, and large companies to broaden customer base and product offerings.
Ranked #209 in Inc. 500 List of Fastest Growing Privately Held Companies in the US.",NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,Account Executive,Computer Media Technology,NA,NA,NA,34700,35461,"Small, family owned value added reseller business.; Sales representative of computer media products and supplies to a Northern California based sales territory.  Hired to build a new book of business, highly concentrated in the Sacramento (state) government agencies.  Brought in $1 million of new sales in first year.",NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12042,Sales Representative,Memorex Computer Supplies,NA,NA,NA,32874,34730,"Privately held manufacturer of computer media and supplies.; Manufacturer sales representative for Memorex branded products.  Sales and support to distribution channels and to end users.  Primary territory:  Northern California and Northern Nevada.
Grew territory to $2 million from $500,000.
Winner’s Circle Award: Top 10% of Sales Force/Ranked #2 nationwide. 
Memorex Rookie-of-the-Year: Ranked #1 out of 80 nationwide.",NA,NA,2015-01-12 18:12:37 UTC,2015-01-12 18:12:37 UTC
12046,Business Admin II,Genquest Inc.,Albuquerque,New Mexico,NM,41974,,"As a contractor to the Department of Energy at the National Nuclear Security Administration Complex on Kirtland AFB, I work on a nuclear project called NA25. On this particular project, there are teams based throughout the world who are in charge of the installation and maintenance of nuclear monitors. These monitors are used to monitor personnel, vehicles, and even vessels in order to minimize nuclear trafficking. My duties are to process all invoices, modifications, and purchase requests that are sent to me by the country managers. I assure timely completion and approval of the documents in order to get the appropriate amount of funds sent out to the contracts.",23,FALSE,2015-01-12 18:41:04 UTC,2015-01-12 18:41:04 UTC
12046,Government Travel Program Manager,US Army,Joint Base Lewis-McChord,Washington,WA,40336,41877,"I proudly served in the United States Army for four and a half years, leaving for Basic Training immediately after graduating high school in 2010. My primary title was Chemical Operations Specialist but was quickly transferred to a new position in early 2011 due to my attendance and success in a financial management course. During my time in the military I had been to three different organizations based on the needs of the army. In each organization I served as the Government Travel Program Manager and Travel Credit Card Manager. It was my duty to make sure all traveler documents were completed prior to their departure and without fraudulent claims; this included their returning vouchers. I provided each traveler with a set amount of credit on their travel cards and monitored their statements for quality assurance. At the end of each month I was to develop a new cost analysis spreadsheet along with an adjusted budget worksheet. These documents were presented to my organization’s Commanding Officer for review and approval.",21,FALSE,2015-01-12 18:41:04 UTC,2015-01-12 18:41:04 UTC
12049,Administrative Assistant,City of Aledo,,,,41008,,,NA,NA,2015-01-12 18:44:45 UTC,2015-01-12 18:44:45 UTC
12049,"Cashier, Accounts Payable, Utility Billing",City of Everman City Hall,Everman,Texas,TX,40664,40969,,NA,NA,2015-01-12 18:44:45 UTC,2015-01-12 18:44:45 UTC
12049,Administrative Asst.,Torres Plumbing & Heating,,,,37165,38899,Ran the office!,NA,NA,2015-01-12 18:44:45 UTC,2015-01-12 18:44:45 UTC
12059,Lecturer II,The University of Texas at San Antonio,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-12 19:58:31 UTC,2015-01-12 19:58:31 UTC
12069,Hostess,The Flying Dutchman,NA,NA,NA,40603,40878,NA,NA,NA,2015-01-12 20:35:48 UTC,2015-01-12 20:35:48 UTC
12071,Executive Board Member - Sergeant at Arms,"The Delta Chi Fraternity, Inc.",Iowa City,Iowa,IA,41974,,"•	Coordinating the performance of the Ritual of the Fraternity
•	Ensuring the Colony is conducting an effective risk-management program, including preparing weekly reports to be presented at chapter meeting
•	Maintaining order at chapter meeting",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12071,Chairman of the Judicial Board,"The Delta Chi Fraternity, Inc.",Iowa City,Iowa,IA,41974,,"•	Authority to appoint and remove other judicial board members
•	Responsible for mediating disputes between chapter members
•	Determining suitable punishments for members who violate 
•	Power of final decision in punishment of member who violates Bylaws or Delta Chi Law",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12071,Judicial Board Member,"The Delta Chi Fraternity, Inc.",Iowa City,Iowa,IA,41852,42004,"•	Responsible for upholding the Bylaws and Delta Chi Law
•	Assisted in administering punishment to members who fail to follow the Bylaws or Delta Chi Law
•	Recommended the formal removal of officers or members",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12071,Take Out Cashier,Anthony's Italian Restaurant,,,,40848,41882,"•	Handled cash/credit card payments for all take-out orders
•	Organized take-out orders
•	Frequently positively engaged customers",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12071,Beta Eta Pledge Class President,"The Delta Chi Fraternity, Inc.",Iowa City,Iowa,IA,41640,41759,"•	Coordinate events and special projects for pledge class which consists of 16 men
•	Gain leadership experience through directing fellow pledge brothers",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12071,Food Runner,Anthony's Italian Restaurant,,,,40787,40877,"•	Learned valuable hospitality skills through serving the food
•	Gained key interpersonal skills by interacting with customers
•	Coordination and teamwork skills gained through working with servers",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12071,Snack Bar Attendant,"Winning Edge Sports Complex, and Great Valley Community Center",,,,40148,40877,"Winning Edge (December 2008 - February 2009)
Great Valley Community Center (December 2009 - February 2011)
•	In charge of all snack bar revenue
•	Handled large amounts of money
•	In charge of maintaining proper amounts of inventory",NA,NA,2015-01-12 20:45:14 UTC,2015-01-12 20:45:14 UTC
12075,NA,Forever 21,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-12 21:18:00 UTC,2015-01-12 21:18:00 UTC
12080,None,Retired,Omaha,Nebraska,NE,NA,NA,See previous job,NA,FALSE,2015-01-12 22:36:24 UTC,2015-01-27 18:01:35 UTC
12080,Contract Service Manager,Intermec,Omaha,Nebraska,NE,NA,NA,Managed Service Contract department.  Generated weekly revenue forecast.  Tracked and reported on revenue and performance.,NA,FALSE,2015-01-12 22:36:24 UTC,2015-01-27 18:01:35 UTC
