UserID,WindowID,Split,ApplicationDate,JobID
4743,1,Train,45:48.4,803853
4743,1,Train,45:48.1,580916
4743,1,Train,19:17.3,466581
4743,1,Train,22:55.4,1011473
4743,1,Train,47:35.9,731241
4743,1,Train,45:48.0,14863
4743,1,Train,45:48.2,846134
4743,1,Train,45:49.1,617234
4743,1,Train,26:36.6,490529
4743,1,Train,45:46.4,810885
4743,1,Train,26:36.3,246498
4743,1,Train,26:36.4,615045
4743,1,Train,45:49.0,1009436
4743,1,Train,26:36.4,92029
4743,1,Train,57:43.6,912669
4745,1,Train,09:10.9,959489
4745,1,Train,35:46.8,33972
4745,1,Train,02:14.5,755748
4745,1,Train,29:04.6,1062631
4773,1,Train,27:17.5,868946
4773,1,Train,21:21.7,773121
4773,1,Train,27:17.8,776438
4773,1,Train,23:41.9,276322
4773,1,Train,23:41.8,149490
4773,1,Train,20:00.1,166797
4773,1,Train,29:25.5,281575
4773,1,Train,26:26.7,640522
4773,1,Train,28:38.3,176516
4773,1,Train,06:04.6,298184
4773,1,Train,23:41.4,861424
4773,1,Train,27:17.6,639210
4773,1,Train,23:41.3,912469
4787,1,Train,04:18.8,1030584
4787,1,Train,10:28.2,269870
4844,1,Train,32:21.0,514991
4844,1,Train,11:28.3,13900
4844,1,Train,32:20.8,1086215
4844,1,Train,53:27.0,808974
4859,1,Train,21:28.8,152412
4940,1,Train,14:43.4,204866
4972,1,Train,59:45.7,457006
4972,1,Train,32:20.8,884486
4972,1,Train,27:31.2,177077
4972,1,Train,36:33.2,244831
4972,1,Train,25:55.7,678273
4972,1,Train,59:47.7,1009422
4972,1,Train,32:18.7,1046883
4972,1,Train,59:46.9,959540
4972,1,Train,36:33.4,464292
4972,1,Train,59:47.2,1009420
4972,1,Train,32:18.7,634432
4972,1,Train,32:19.9,149175
4972,1,Train,32:20.7,437448
4972,1,Train,59:47.8,681354
4972,1,Train,59:45.9,681352
4972,1,Train,32:19.0,652233
4972,1,Train,32:17.9,81159
4972,1,Train,59:46.8,959543
4972,1,Train,59:46.0,711289
4972,1,Train,32:21.2,16225
4972,1,Train,32:20.9,522647
4972,1,Train,29:52.2,1001522
4972,1,Train,32:59.6,639483
4972,1,Train,32:21.2,176996
4972,1,Train,32:18.9,218261
4972,1,Train,32:20.1,900299
4972,1,Train,32:59.7,685561
4972,1,Train,30:25.7,286408
4972,1,Train,27:53.4,1028990
4988,1,Train,14:19.7,600999
4989,1,Train,50:33.5,1021823
5012,1,Train,34:15.5,184634
5012,1,Train,22:20.0,600493
5012,1,Train,24:11.5,759408
5152,1,Train,19:49.9,847317
5152,1,Train,03:58.4,340745
5156,1,Train,26:12.7,631311
5156,1,Train,27:11.9,631316
5156,1,Train,28:20.8,202444
5174,1,Train,54:43.0,464340
5174,1,Train,55:30.3,303749
5174,1,Train,28:41.3,824910
5174,1,Train,50:11.3,585450
5174,1,Train,54:52.5,475286
5174,1,Train,49:37.1,86079
5174,1,Train,52:04.3,36388
5174,1,Train,47:52.8,253558
5174,1,Train,22:23.7,373621
5174,1,Train,10:32.4,749171
5174,1,Train,52:02.5,577477
5174,1,Train,46:32.1,364859
5174,1,Train,42:20.3,275716
5174,1,Train,04:10.3,448664
5174,1,Train,37:01.8,306516
5174,1,Train,42:47.7,651875
5174,1,Train,27:57.2,943494
5174,1,Train,26:52.5,877012
5186,1,Train,51:34.2,261289
5190,1,Train,59:35.2,168799
5190,1,Train,59:35.4,518288
5190,1,Train,59:35.8,382335
5190,1,Train,59:35.3,480386
5190,1,Train,59:35.6,1027599
5190,1,Train,56:57.9,828656
5190,1,Train,59:35.4,1009925
5211,1,Train,25:34.3,220600
5211,1,Train,07:43.3,545136
5211,1,Train,08:00.6,845074
5211,1,Train,11:34.7,86086
5211,1,Train,44:12.9,508688
5264,1,Train,06:59.5,1079076
5282,1,Train,16:41.5,1102315
5282,1,Train,18:06.4,142462
5324,1,Train,59:41.9,896022
5339,1,Train,30:40.4,561504
5339,1,Train,42:23.7,623694
5351,1,Train,52:24.9,747352
5384,1,Train,26:48.3,1052897
5414,1,Train,42:15.1,1100477
5414,1,Train,25:53.3,585618
5414,1,Train,21:17.0,787189
5473,1,Train,33:25.2,1019634
5473,1,Train,57:55.1,338769
5473,1,Train,31:49.5,1103002
5473,1,Train,30:15.9,1101082
5598,1,Train,16:24.2,346878
5598,1,Train,25:20.3,477153
5598,1,Train,41:24.0,733220
5633,1,Train,57:03.0,682249
5645,1,Train,32:14.8,97891
5676,1,Train,34:38.9,393261
5676,1,Train,39:13.3,968934
5676,1,Train,36:18.6,534232
5676,1,Train,34:56.1,472187
5676,1,Train,32:26.5,169435
5676,1,Train,33:16.5,281032
5686,1,Train,12:12.8,858360
5686,1,Train,20:21.2,971787
5692,1,Train,42:52.4,871080
5725,1,Train,09:09.8,463233
5725,1,Train,10:39.1,189599
5725,1,Train,14:51.7,964615
5725,1,Train,34:27.2,340464
5726,1,Train,07:03.6,742460
5748,1,Train,45:24.7,897028
5751,1,Train,20:27.8,222842
5751,1,Train,43:49.6,607654
5751,1,Train,31:45.9,922513
5762,1,Train,01:01.9,392746
5762,1,Train,19:20.0,432746
5767,1,Train,42:21.7,331722
5874,1,Train,18:52.8,199268
5874,1,Train,33:54.5,739987
5874,1,Train,17:03.3,441582
5874,1,Train,20:36.7,843069
5874,1,Train,32:42.1,1035183
5874,1,Train,21:42.2,1019342
5874,1,Train,17:24.3,62964
5874,1,Train,22:13.5,490628
5939,1,Train,47:39.6,328023
5965,1,Train,51:57.4,634272
5965,1,Train,45:45.1,872833
5976,1,Train,50:43.6,315471
5976,1,Train,59:50.0,1040591
5976,1,Train,03:47.3,355020
5976,1,Train,31:04.3,85300
6004,1,Train,54:51.9,680723
6047,1,Train,46:03.9,363373
6047,1,Train,46:04.0,497069
6047,1,Train,46:03.9,796971
6049,1,Train,19:50.4,630500
6049,1,Train,22:00.1,986521
6049,1,Train,03:08.2,14268
6049,1,Train,22:04.7,707360
6049,1,Train,02:45.5,29319
6049,1,Train,14:07.6,777975
6172,1,Train,36:18.7,63951
6172,1,Train,36:12.1,512682
6172,1,Train,06:03.3,919389
6186,1,Train,29:21.8,300467
6186,1,Train,22:19.8,900323
6186,1,Train,16:21.3,819723
6187,1,Train,53:43.9,843091
6224,1,Train,09:10.3,975380
6224,1,Train,22:02.4,613843
6224,1,Train,07:38.2,300527
6225,1,Train,25:33.7,317571
6246,1,Train,23:20.2,1051744
6246,1,Train,18:54.5,1078744
6246,1,Train,18:52.6,544733
6246,1,Train,18:53.3,498860
6246,1,Train,18:52.2,264263
6246,1,Train,18:53.0,553828
6246,1,Train,18:54.0,779460
6246,1,Train,18:54.2,568552
6246,1,Train,18:55.0,1050736
6246,1,Train,18:53.1,388815
6246,1,Train,09:37.1,247250
6246,1,Train,18:53.5,268261
6246,1,Train,18:53.1,464652
6246,1,Train,18:53.7,600010
6246,1,Train,18:54.1,642707
6246,1,Train,18:55.5,757625
6246,1,Train,18:52.2,198558
6246,1,Train,18:55.3,925387
6246,1,Train,18:53.4,464856
6246,1,Train,18:55.2,152527
6246,1,Train,18:52.4,254425
6246,1,Train,18:52.8,547357
6246,1,Train,18:53.9,163287
6246,1,Train,18:54.6,896554
6246,1,Train,18:53.8,777793
6246,1,Train,09:36.1,170321
6246,1,Train,18:52.6,34975
6246,1,Train,18:55.7,95122
6246,1,Train,18:52.9,96151
6246,1,Train,31:50.1,1061156
6246,1,Train,18:52.4,202246
6246,1,Train,18:55.5,498800
6246,1,Train,18:54.1,155236
6246,1,Train,18:53.4,761456
6246,1,Train,18:54.3,170621
6246,1,Train,18:54.6,131297
6246,1,Train,18:55.3,177507
6246,1,Train,18:53.4,81144
6246,1,Train,18:52.7,886133
6246,1,Train,18:56.1,775297
6246,1,Train,18:52.9,152528
6246,1,Train,18:53.4,580200
6275,1,Train,39:05.3,627084
6275,1,Train,53:54.3,977605
6275,1,Train,45:16.1,466962
6275,1,Train,52:20.2,602886
6279,1,Train,27:25.2,686118
6288,1,Train,14:38.0,402093
6288,1,Train,46:15.5,242172
6288,1,Train,45:22.6,444868
6288,1,Train,47:20.6,609397
6288,1,Train,18:41.2,3661
6288,1,Train,47:44.1,569770
6288,1,Train,07:00.1,634207
6326,1,Train,52:26.5,646461
6326,1,Train,15:34.2,1058603
6330,1,Train,37:53.0,1020714
6330,1,Train,46:13.6,204354
6330,1,Train,45:22.1,1065112
6364,1,Train,36:28.5,32469
6429,1,Train,06:38.2,680547
6429,1,Train,05:41.6,323421
6441,1,Train,25:21.6,770526
6468,1,Train,59:53.5,911410
6468,1,Train,17:10.3,919896
6468,1,Train,21:24.1,391893
6468,1,Train,05:09.7,911408
6524,1,Train,57:46.7,1285
6524,1,Train,57:45.3,1099163
6524,1,Train,57:46.1,867555
6524,1,Train,27:16.2,15819
6524,1,Train,27:17.0,285931
6524,1,Train,27:16.4,1024575
6524,1,Train,57:45.5,377686
6524,1,Train,57:47.2,563050
6524,1,Train,57:46.9,653685
6524,1,Train,27:17.2,1075430
6524,1,Train,57:45.0,45921
6524,1,Train,57:45.3,353694
6524,1,Train,27:17.1,51971
6524,1,Train,57:47.2,823306
6524,1,Train,57:46.7,211005
6524,1,Train,57:46.2,673307
6524,1,Train,57:46.6,939209
6524,1,Train,27:16.2,581962
6524,1,Train,57:45.4,278897
6524,1,Train,57:46.8,933556
6524,1,Train,57:46.3,752192
6524,1,Train,57:46.2,439256
6524,1,Train,54:39.3,1069611
6524,1,Train,57:45.2,139454
6524,1,Train,27:17.2,210987
6524,1,Train,25:34.5,1109238
6524,1,Train,57:47.5,923357
6524,1,Train,57:45.6,243097
6524,1,Train,27:18.3,1035148
6532,1,Train,00:06.7,162603
6532,1,Train,56:53.2,303841
6532,1,Train,04:49.6,22913
6585,1,Train,47:30.1,959150
6587,1,Train,18:20.5,300028
6587,1,Train,20:24.8,654220
6587,1,Train,18:47.8,511505
6587,1,Train,19:49.0,807575
6588,1,Train,04:52.2,169452
6643,1,Train,16:20.8,244720
6679,1,Train,09:30.2,958778
6733,1,Train,09:57.8,82032
6752,1,Train,44:01.3,399864
6752,1,Train,53:55.1,2547
6766,1,Train,58:49.6,177077
6766,1,Train,02:48.8,762155
6766,1,Train,43:53.9,1029980
6809,1,Train,18:36.7,2110
6827,1,Train,24:48.0,795618
6827,1,Train,34:33.3,666976
6830,1,Train,02:56.8,467004
6830,1,Train,01:39.9,673084
6857,1,Train,33:40.3,480329
6857,1,Train,29:03.1,552445
6857,1,Train,34:03.3,58448
6857,1,Train,33:42.3,923954
6857,1,Train,09:44.0,199111
6857,1,Train,15:45.7,1069106
6857,1,Train,41:04.4,481595
6884,1,Train,55:54.7,746988
6884,1,Train,23:30.3,314851
6945,1,Train,36:16.5,455185
6950,1,Train,26:13.5,340745
6950,1,Train,27:19.9,847325
6966,1,Train,05:57.2,60820
7031,1,Train,08:38.2,822763
7031,1,Train,15:07.5,811923
7031,1,Train,13:04.4,58415
7035,1,Train,58:52.5,1054217
7035,1,Train,11:05.9,277999
7035,1,Train,42:09.6,1081515
7035,1,Train,02:06.7,519900
7035,1,Train,38:55.4,655856
7035,1,Train,33:55.7,1013769
7035,1,Train,43:27.5,606380
7035,1,Train,32:42.9,220516
7087,1,Train,40:56.4,1033978
7087,1,Train,07:18.3,59629
7087,1,Train,36:57.3,606460
7087,1,Train,25:21.7,609036
7111,1,Train,52:31.0,211622
7129,1,Train,50:25.9,920097
7129,1,Train,50:25.8,27265
7193,1,Train,34:04.4,577771
7196,1,Train,36:49.0,12805
7196,1,Train,06:27.5,611514
7196,1,Train,43:43.6,164910
7196,1,Train,44:54.8,769186
7196,1,Train,23:37.1,661035
7196,1,Train,26:43.2,593575
7196,1,Train,48:14.3,1078065
7196,1,Train,14:45.5,464414
7196,1,Train,46:33.5,213357
7287,1,Train,34:49.8,218852
7287,1,Train,45:14.9,882243
7287,1,Train,54:57.1,1036218
7394,1,Train,58:48.5,235517
7394,1,Train,07:03.9,436388
7399,1,Train,26:04.2,261731
7399,1,Train,26:04.0,959553
7399,1,Train,26:04.5,81576
7399,1,Train,26:04.8,381426
7399,1,Train,26:04.2,959862
7399,1,Train,26:04.3,918924
7426,1,Train,17:47.2,1072855
7436,1,Train,58:12.8,949044
7450,1,Train,41:49.7,156327
7450,1,Train,27:06.0,849597
7450,1,Train,40:24.3,755974
7450,1,Train,27:04.9,156256
7450,1,Train,27:05.8,39309
7450,1,Train,23:19.7,1093202
7450,1,Train,27:06.0,627516
7450,1,Train,27:05.9,455978
7450,1,Train,27:06.4,617983
7450,1,Train,27:04.9,39307
7450,1,Train,27:05.7,456056
7451,1,Train,21:18.6,397973
7451,1,Train,52:17.9,347968
7495,1,Train,37:11.1,52235
7495,1,Train,50:41.8,734896
7516,1,Train,19:26.5,447679
7558,1,Train,00:20.7,617661
7558,1,Train,00:21.7,757750
7558,1,Train,00:21.7,845064
7558,1,Train,00:20.2,279889
7558,1,Train,00:20.1,705534
7558,1,Train,00:21.8,853384
7558,1,Train,00:21.7,634765
7558,1,Train,00:20.8,382330
7558,1,Train,00:21.7,1074080
7558,1,Train,01-04-2012 20:55,789654
7576,1,Train,46:48.7,654220
7586,1,Train,52:54.8,1094348
7586,1,Train,40:04.4,187358
7586,1,Train,38:32.8,367212
7587,1,Test,53:34.0,741471
7587,1,Test,39:12.2,41011
7587,1,Test,17:40.9,316140
7587,1,Test,33:27.4,544461
7618,1,Train,19:32.7,301901
7618,1,Train,20:21.3,1115640
7618,1,Train,18:10.9,850793
7624,1,Train,50:52.4,973890
7624,1,Train,50:52.3,571502
7624,1,Train,50:52.2,644708
7624,1,Train,50:52.1,790882
7624,1,Train,50:52.2,26631
7624,1,Train,50:52.4,156008
7625,1,Train,05:12.4,966995
7625,1,Train,43:37.9,173235
7631,1,Train,14:50.7,348124
7677,1,Train,49:54.5,850643
7677,1,Train,51:28.2,886542
7709,1,Train,15:08.2,1077695
7709,1,Train,15:08.6,28811
7709,1,Train,20:41.9,1348
7709,1,Train,15:01.8,651450
7709,1,Train,15:05.2,627851
7709,1,Train,15:10.1,512676
7709,1,Train,15:04.0,100611
7709,1,Train,20:27.4,951879
7709,1,Train,15:09.7,268900
7709,1,Train,15:05.3,317043
7709,1,Train,20:26.4,597733
7709,1,Train,15:05.0,130316
7709,1,Train,20:41.0,1014862
7709,1,Train,15:08.3,23649
7709,1,Train,20:34.9,317048
7709,1,Train,15:06.5,311483
7709,1,Train,15:06.5,1100531
7709,1,Train,20:38.6,386028
7709,1,Train,20:30.5,629196
7709,1,Train,15:03.7,441963
7709,1,Train,20:37.8,916893
7709,1,Train,20:31.3,392735
7709,1,Train,15:04.7,499427
7709,1,Train,20:30.2,447300
7709,1,Train,20:35.7,540258
7709,1,Train,20:38.1,701265
7709,1,Train,20:39.2,184372
7709,1,Train,15:03.1,23650
7709,1,Train,20:28.6,1115812
7709,1,Train,15:00.7,824022
7709,1,Train,17:51.9,1025635
7709,1,Train,15:03.5,554477
7709,1,Train,20:35.6,334918
7709,1,Train,15:03.1,281234
7709,1,Train,15:05.5,779809
7709,1,Train,20:38.9,686328
7709,1,Train,20:39.4,635146
7709,1,Train,15:08.9,444444
7709,1,Train,15:08.0,1077529
7709,1,Train,15:07.1,954432
7709,1,Train,15:09.8,106039
7709,1,Train,15:02.7,283406
7709,1,Train,15:05.0,439405
7709,1,Train,20:36.7,338861
7709,1,Train,15:07.9,323605
7709,1,Train,15:03.8,11203
7709,1,Train,15:08.5,489199
7709,1,Train,20:39.5,567514
7709,1,Train,20:39.1,223288
7709,1,Train,20:36.1,316099
7709,1,Train,20:35.6,1045242
7709,1,Train,15:07.7,171397
7709,1,Train,15:09.5,410623
7709,1,Train,20:32.9,328067
7709,1,Train,15:08.1,811923
7709,1,Train,20:38.1,285381
7709,1,Train,11:13.5,11208
7709,1,Train,15:08.7,625839
7709,1,Train,20:36.0,283199
7709,1,Train,20:38.7,1011479
7709,1,Train,15:05.9,709648
7709,1,Train,15:08.3,662314
7709,1,Train,20:30.7,189566
7709,1,Train,15:01.1,27985
7709,1,Train,15:07.5,474827
7709,1,Train,20:38.5,651424
7709,1,Train,15:02.0,900522
7709,1,Train,15:02.0,132646
7709,1,Train,20:35.3,928289
7709,1,Train,15:06.8,814741
7709,1,Train,20:38.7,840721
7709,1,Train,20:38.9,302726
7709,1,Train,15:01.3,581638
7709,1,Train,15:06.4,753991
7709,1,Train,15:04.6,340536
7709,1,Train,15:07.8,654933
7709,1,Train,20:37.6,58236
7709,1,Train,20:35.2,261421
7709,1,Train,20:40.9,747871
7709,1,Train,15:05.2,1093256
7709,1,Train,20:41.6,805947
7709,1,Train,15:03.6,434306
7709,1,Train,15:07.1,302186
7709,1,Train,15:10.5,635261
7709,1,Train,20:39.3,558402
7709,1,Train,15:10.7,1024882
7709,1,Train,15:00.9,410080
7709,1,Train,20:40.6,854448
7709,1,Train,15:00.5,460842
7709,1,Train,20:37.9,262188
7709,1,Train,15:11.0,202019
7709,1,Train,15:10.6,480286
7709,1,Train,15:10.6,337136
7709,1,Train,15:02.7,173194
7709,1,Train,15:00.7,600788
7709,1,Train,20:28.9,1113979
7709,1,Train,20:39.4,23599
7709,1,Train,15:04.1,852170
7709,1,Train,20:35.3,897771
7709,1,Train,15:03.6,480334
7709,1,Train,20:38.6,625422
7709,1,Train,20:39.1,358437
7709,1,Train,15:04.4,1024525
7709,1,Train,15:09.6,880915
7709,1,Train,15:04.7,80621
7709,1,Train,15:05.2,911255
7709,1,Train,20:39.9,599460
7709,1,Train,20:40.3,218274
7709,1,Train,15:02.5,15389
7709,1,Train,15:08.8,811918
7709,1,Train,15:05.0,284344
7709,1,Train,20:36.5,587388
7709,1,Train,20:37.1,634018
7709,1,Train,15:05.8,745
7709,1,Train,20:38.8,268019
7709,1,Train,20:29.5,916937
7709,1,Train,15:04.6,108232
7709,1,Train,15:08.8,623591
7709,1,Train,15:02.9,1030173
7709,1,Train,20:36.2,131714
7709,1,Train,20:40.9,999674
7709,1,Train,20:39.6,1090963
7709,1,Train,15:04.4,16756
7709,1,Train,15:07.6,297150
7709,1,Train,15:06.7,854479
7709,1,Train,15:04.6,701090
7709,1,Train,15:02.6,701091
7709,1,Train,20:35.8,285621
7709,1,Train,20:39.0,240593
7709,1,Train,15:02.6,28264
7709,1,Train,15:10.1,748649
7709,1,Train,15:08.9,552623
7709,1,Train,15:03.3,491272
7709,1,Train,20:39.9,61667
7709,1,Train,15:09.0,253318
7709,1,Train,20:26.6,917588
7709,1,Train,20:35.2,898956
7709,1,Train,15:04.8,286527
7709,1,Train,20:36.8,771866
7709,1,Train,15:00.4,24271
7709,1,Train,15:05.8,194580
7709,1,Train,15:05.8,799818
7709,1,Train,20:38.9,161647
7709,1,Train,20:38.6,357702
7760,1,Train,04:07.5,142389
7769,1,Train,22:43.3,848156
7769,1,Train,25:40.5,520097
7814,1,Train,20:58.9,430191
7814,1,Train,24:39.9,638218
7814,1,Train,22:50.6,808518
7839,1,Train,10:06.8,800626
7839,1,Train,11:19.9,34577
7839,1,Train,57:23.3,190785
7839,1,Train,12:50.8,157928
7839,1,Train,06:22.1,774628
7904,1,Train,46:38.5,300970
7904,1,Train,46:38.4,896
7904,1,Train,46:39.9,298808
7904,1,Train,46:38.7,1051880
7904,1,Train,46:40.8,871205
7904,1,Train,46:41.2,601020
7904,1,Train,46:39.5,198064
7904,1,Train,46:41.1,603478
7904,1,Train,46:40.4,1071650
7904,1,Train,46:38.8,900668
7904,1,Train,46:40.6,679412
7904,1,Train,46:38.8,300953
7904,1,Train,46:38.8,782899
7904,1,Train,42:31.3,900687
7919,1,Train,50:30.5,862061
7919,1,Train,54:52.0,745099
7919,1,Train,09:27.0,184709
7919,1,Train,06:38.4,524294
7919,1,Train,15:42.8,545611
7919,1,Train,09:19.4,373442
7928,1,Train,31:35.4,639962
7928,1,Train,01:37.2,256240
7928,1,Train,09:57.1,323513
7928,1,Train,41:55.0,953844
7935,1,Train,43:19.3,398327
7935,1,Train,44:25.7,204179
7974,1,Train,14:08.9,79201
7983,1,Train,00:15.8,562413
8074,1,Train,03:56.8,741664
8105,1,Train,59:16.2,634389
8105,1,Train,36:54.3,627300
8105,1,Train,49:41.0,27653
8189,1,Test,10:53.0,473162
8189,1,Test,07:18.4,406104
8189,1,Test,08:11.1,580445
8189,1,Test,04:29.1,758462
8189,1,Test,02-04-2012 03:03,563172
8189,1,Test,07:18.7,472338
8189,1,Test,12:14.5,262678
8189,1,Test,14:14.1,785215
8189,1,Test,07:06.6,861876
8189,1,Test,07:19.0,278925
8189,1,Test,09:19.0,266927
8189,1,Test,56:38.0,562659
8189,1,Test,58:27.1,11744
8189,1,Test,07:14.4,79368
8247,1,Train,22:32.4,862800
8255,1,Train,20:24.5,518185
8255,1,Train,35:35.1,754185
8255,1,Train,17:26.9,865814
8255,1,Train,24:42.0,834643
8255,1,Train,28:00.5,716863
8255,1,Train,14:21.6,363859
8282,1,Train,41:56.0,617407
8316,1,Train,17:23.5,474652
8316,1,Train,19:30.7,174367
8316,1,Train,23:12.3,474633
8350,1,Train,07:49.2,908322
8350,1,Train,57:44.8,1016276
8350,1,Train,47:22.8,432622
8385,1,Train,10:35.0,433871
8388,1,Train,43:41.3,898306
8388,1,Train,43:42.0,264283
8388,1,Train,43:40.8,279887
8388,1,Train,43:41.7,490627
8388,1,Train,43:41.3,571409
8388,1,Train,43:41.0,853987
8388,1,Train,43:42.7,26189
8388,1,Train,43:43.1,1089336
8388,1,Train,43:40.6,880532
8388,1,Train,43:42.7,517724
8388,1,Train,43:43.0,896769
8388,1,Train,43:41.4,911258
8388,1,Train,43:42.0,921186
8388,1,Train,43:41.2,25483
8388,1,Train,43:41.2,29203
8388,1,Train,43:41.3,98431
8388,1,Train,43:41.2,937494
8388,1,Train,43:40.7,571370
8388,1,Train,43:42.8,746556
8388,1,Train,43:41.3,911259
8388,1,Train,43:41.2,1113977
8388,1,Train,43:41.6,817665
8388,1,Train,43:42.3,798739
8388,1,Train,43:41.7,564522
8388,1,Train,43:41.9,190205
8405,1,Train,16:04.1,884058
8405,1,Train,16:03.8,526154
8417,1,Train,28:14.8,876166
8417,1,Train,28:54.4,1099043
8417,1,Train,59:52.6,876160
8417,1,Train,47:10.8,853614
8417,1,Train,29:41.0,203665
8417,1,Train,47:44.1,451994
8460,1,Train,34:38.9,681356
8460,1,Train,41:48.5,552237
8460,1,Train,41:43.5,771249
8460,1,Train,34:44.4,344111
8460,1,Train,48:15.5,1096699
8460,1,Train,41:46.2,970496
8460,1,Train,41:39.9,552238
8460,1,Train,41:47.3,696516
8460,1,Train,34:46.5,999972
8460,1,Train,41:46.0,400549
8460,1,Train,41:48.2,251608
8460,1,Train,46:30.7,525578
8460,1,Train,46:31.0,512759
8460,1,Train,41:38.7,96352
8460,1,Train,46:31.0,928060
8460,1,Train,41:45.1,171372
8460,1,Train,34:43.8,437667
8460,1,Train,46:31.4,283924
8460,1,Train,34:45.3,381432
8460,1,Train,41:49.0,973326
8460,1,Train,41:46.9,1024082
8460,1,Train,34:44.9,243840
8460,1,Train,41:47.3,1024085
8460,1,Train,41:42.7,96354
8460,1,Train,40:12.7,970497
8460,1,Train,48:16.6,555290
8460,1,Train,41:43.3,674282
8460,1,Train,41:38.9,645728
8460,1,Train,46:31.1,638635
8460,1,Train,48:16.2,55845
8460,1,Train,34:44.7,932146
8460,1,Train,48:34.6,685287
8460,1,Train,34:40.1,650744
8460,1,Train,46:31.2,212225
8460,1,Train,41:40.0,973334
8460,1,Train,34:43.3,644030
8460,1,Train,37:10.0,95884
8460,1,Train,05-04-2012 04:34,81142
8460,1,Train,46:31.2,160757
8460,1,Train,37:09.4,396372
8460,1,Train,46:30.8,1044825
8460,1,Train,41:47.7,396835
8460,1,Train,46:33.6,46742
8460,1,Train,34:39.5,737509
8460,1,Train,41:46.0,345734
8460,1,Train,46:32.3,1007581
8460,1,Train,34:43.2,350763
8460,1,Train,41:46.2,96350
8460,1,Train,34:47.6,344112
8460,1,Train,41:47.3,396836
8460,1,Train,36:00.3,190065
8460,1,Train,41:47.7,696519
8460,1,Train,34:45.4,932144
8460,1,Train,34:46.6,137931
8460,1,Train,34:42.4,702684
8460,1,Train,41:48.6,71653
8460,1,Train,46:30.7,485645
8460,1,Train,34:44.8,102836
8460,1,Train,41:46.0,645727
8460,1,Train,46:30.4,338586
8460,1,Train,34:38.9,344110
8460,1,Train,41:46.5,96353
8460,1,Train,41:43.9,933401
8460,1,Train,41:42.4,952726
8460,1,Train,41:40.5,96349
8460,1,Train,34:45.7,865245
8460,1,Train,34:43.4,44060
8460,1,Train,48:17.8,26040
8460,1,Train,41:47.3,471470
8460,1,Train,37:08.7,65592
8460,1,Train,34:43.9,644029
8460,1,Train,34:46.1,644036
8460,1,Train,48:16.5,274536
8460,1,Train,46:32.0,1116103
8460,1,Train,41:38.9,400566
8460,1,Train,48:33.4,338518
8460,1,Train,34:47.3,344109
8460,1,Train,48:16.3,448597
8460,1,Train,41:46.7,933400
8460,1,Train,46:32.9,148722
8460,1,Train,41:49.3,251610
8460,1,Train,41:44.9,674276
8460,1,Train,41:44.5,251609
8460,1,Train,42:22.1,491286
8460,1,Train,37:11.6,790532
8460,1,Train,41:45.9,345733
8460,1,Train,41:39.6,675013
8460,1,Train,37:09.4,644013
8460,1,Train,37:08.8,790533
8460,1,Train,48:16.7,358006
8460,1,Train,34:39.6,81146
8460,1,Train,34:46.5,737517
8460,1,Train,34:42.1,381428
8460,1,Train,46:32.1,287678
8460,1,Train,41:44.0,970498
8460,1,Train,48:17.6,1083716
8460,1,Train,37:09.9,970174
8460,1,Train,41:48.9,96356
8460,1,Train,46:31.1,511279
8460,1,Train,41:40.7,675014
8460,1,Train,48:17.3,873393
8460,1,Train,41:47.3,45784
8460,1,Train,34:45.9,44058
8460,1,Train,41:44.1,771250
8460,1,Train,41:42.3,1044477
8460,1,Train,34:42.5,850186
8460,1,Train,41:39.4,396838
8460,1,Train,34:42.6,1014305
8460,1,Train,41:38.8,214568
8460,1,Train,34:45.2,381419
8460,1,Train,41:49.0,171365
8460,1,Train,41:46.6,1069645
8460,1,Train,46:32.0,311413
8460,1,Train,44:47.8,440409
8460,1,Train,41:43.7,96351
8460,1,Train,34:41.6,850188
8460,1,Train,41:48.4,400565
8460,1,Train,41:39.7,251863
8460,1,Train,41:46.1,700285
8460,1,Train,37:09.8,145543
8460,1,Train,34:41.8,681366
8460,1,Train,34:45.2,437666
8460,1,Train,41:47.3,771254
8460,1,Train,41:47.3,71649
8460,1,Train,34:43.1,382336
8460,1,Train,37:11.6,95881
8460,1,Train,41:48.2,96347
8460,1,Train,41:47.9,251861
8460,1,Train,37:08.3,95883
8460,1,Train,34:42.4,932143
8460,1,Train,34:47.0,550398
8460,1,Train,34:41.7,959546
8460,1,Train,46:31.3,908841
8460,1,Train,48:16.0,897014
8460,1,Train,34:43.3,81134
8460,1,Train,48:15.8,200368
8460,1,Train,46:33.1,1008175
8460,1,Train,34:42.1,437662
8460,1,Train,41:48.6,471472
8460,1,Train,48:34.1,164907
8460,1,Train,41:42.1,973328
8460,1,Train,45:55.0,175476
8460,1,Train,34:38.1,249980
8460,1,Train,34:44.2,437665
8460,1,Train,37:11.7,790531
8460,1,Train,43:31.9,296830
8460,1,Train,37:12.0,190067
8460,1,Train,46:30.8,469338
8460,1,Train,34:47.2,137937
8460,1,Train,34:41.1,137936
8460,1,Train,34:46.5,644032
8460,1,Train,34:46.0,403012
8460,1,Train,34:46.5,644031
8460,1,Train,05-04-2012 04:48,555275
8460,1,Train,46:33.3,43299
8460,1,Train,37:12.0,1038381
8460,1,Train,41:45.9,674283
8460,1,Train,34:39.6,102834
8460,1,Train,48:34.1,512525
8460,1,Train,34:44.5,81133
